,0
5693,US8692424-0
5694,US4993721-0
5695,US5992040-0
5696,US6188912-0
5697,US7443434-0
5698,US11341420-0
5699,US7986964-0
5700,US7373229-0
5701,US8978348-0
5702,US7245849-0
5703,US8505724-0
5704,US9249184-0
5705,US11419585-0
5706,US11380352-0
5707,US4216985-0
5708,US5234068-0
5709,US10133232-0
5710,US4386395-0
5711,US8155728-0
5712,US6943730-0
5713,US11296715-0
5714,US6066535-0
5715,US5236295-0
5716,US4513880-0
5717,US7189011-0
5718,US7391551-0
5719,USD344242-0
5720,US10704004-0
5721,US7209294-0
5722,US8092975-0
5723,US4687545-0
5724,US6553074-0
5725,US10379928-0
5726,US9440293-0
5727,US7550507-0
5728,US9333659-0
5729,US8779083-0
5730,US7556411-0
5731,US3936714-0
5732,US11446157-0
5733,US10808595-1
5734,US9455231-0
5735,US10100172-0
5736,US10143461-0
5737,US10666437-0
5738,US8674408-0
5739,US8885419-0
5740,USD325777-0
5741,US9322850-0
5742,US8050793-0
5743,US6193507-0
5744,US5348169-0
5745,US9326718-0
5746,US8484759-0
5747,US10178407-0
5748,US5956471-0
5749,US7807006-0
5750,US10638976-0
5751,US9522595-0
5752,US7332425-0
5753,US4766941-0
5754,US4957996-0
5755,US8151367-0
5756,US9969466-0
5757,US11329140-0
5758,US5541876-0
5759,US10269851-0
5760,USD499234-0
5761,US7994551-0
5762,US7554292-0
5763,US7648556-0
5764,US4924045-0
5765,US3932606-0
5766,US10291516-0
5767,US6311378-0
5768,US7157611-0
5769,US9617093-0
5770,US9426690-0
5771,US9592908-0
5772,US10084480-0
5773,US4415484-0
5774,US8775440-0
5775,US6675769-0
5776,US6211939-0
5777,US4352283-0
5778,US6194865-0
5779,US8739258-1
5780,US10487713-0
5781,US4720069-0
5782,US8895371-0
5783,US5720027-0
5784,US10643826-0
5785,US5800248-0
5786,US4341513-0
5787,US8725855-0
5788,USD918990-0
5789,US5520791-0
5790,US9811485-0
5791,US11355575-0
5792,US7539308-0
5793,US4011900-0
5794,US4040896-0
5795,US9406265-0
5796,US7936961-0
5797,US10620929-0
5798,US9534946-0
5799,US10147182-0
5800,US7764425-0
5801,USD355340-0
5802,US11133162-0
5803,US7211641-0
5804,US7002838-0
5805,US5392516-0
5806,US9928296-0
5807,US9981982-1
5808,US6762284-0
5809,US4373137-0
5810,US10168693-0
5811,US7445651-0
5812,US5327753-0
5813,US8321053-0
5814,US8784050-0
5815,US3942698-0
5816,US10732455-0
5817,USD705349-0
5818,US7383741-0
5819,US6765187-0
5820,US9168616-0
5821,US5078316-0
5822,USH76-0
5823,US9660632-0
5824,US7187332-0
5825,US9891158-0
5826,US6617124-0
5827,US9042941-0
5828,US7558488-0
5829,US6716174-0
5830,USD358121-0
5831,US8843271-0
5832,US9409994-0
5833,US10379132-0
5834,US10878279-0
5835,US7572349-0
5836,US6255022-0
5837,US10116421-0
5838,US4981385-0
5839,US11448609-0
5840,US8785458-0
5841,US7371180-0
5842,US10600659-0
5843,US7960366-0
5844,US7942469-0
5845,US8414534-0
5846,US5802514-0
5847,US7415500-0
5848,USD425338-0
5849,US8859851-0
5850,US10919132-0
5851,US5454884-0
5852,US6323127-0
5853,US5581367-0
5854,US9829089-1
5855,US10361379-0
5856,US7470966-0
5857,US11138336-0
5858,US8109056-0
5859,US7534033-0
5860,US4864418-0
5861,US6175284-0
5862,US8501194-0
5863,US7111064-0
5864,US10030776-0
5865,US8643599-0
5866,US8069930-0
5867,US9597900-0
5868,US11165629-0
5869,US7768530-0
5870,USD257230-0
5871,US10505305-0
5872,US5993622-0
5873,US10706185-0
5874,US6169070-0
5875,US10649200-1
5876,US5516734-0
5877,US4507410-0
5878,US7160316-0
5879,US6576944-0
5880,US11413545-0
5881,US5325727-0
5882,US7939624-0
5883,US4923746-0
5884,US6290082-0
5885,US4126777-0
5886,USD562279-0
5887,US6805910-0
5888,US10046138-0
5889,US4849492-0
5890,US8140881-0
5891,US4603266-0
5892,US8719619-0
5893,US7531287-0
5894,US7506679-0
5895,US4427458-0
5896,US8399905-0
5897,US7238706-0
5898,US9753076-0
5899,US9158906-0
5900,US5155232-0
5901,US11412667-0
5902,USD520873-0
5903,US8948459-0
5904,US6759550-0
5905,US7819310-0
5906,US10801071-0
5907,US5966884-0
5908,US11228672-0
5909,USD350655-0
5910,US5758435-0
5911,USD936730-0
5912,US6709358-0
5913,US11301721-0
5914,US5386384-0
5915,US6690200-0
5916,US7791439-0
5917,US4287516-0
5918,US9317311-0
5919,US4029337-0
5920,US4881538-0
5921,US4937006-0
5922,US11384526-0
5923,US11340976-0
5924,US8971955-0
5925,US9338702-0
5926,USD484425-0
5927,US4624538-0
5928,US9508267-0
5929,US9563897-0
5930,US8482399-0
5931,US8635183-0
5932,US7792748-0
5933,US10772948-0
5934,US6219977-0
5935,US6860935-0
5936,US4099257-0
5937,US10490536-0
5938,US7318079-0
5939,US11404449-0
5940,US10491784-0
5941,US7803829-0
5942,US7751434-0
5943,USRE47429-0
5944,US7925425-0
5945,US6229585-0
5946,USD718056-0
5947,US6781641-0
5948,US6352514-0
5949,US8661949-0
5950,US9800700-0
5951,US7382629-0
5952,US4338115-0
5953,US7459565-0
5954,US4953844-0
5955,USD441115-0
5956,US10071442-0
5957,US6509539-0
5958,US8839464-0
5959,US8152556-0
5960,US11402770-0
5961,US7002080-0
5962,US6134936-0
5963,US9221274-0
5964,US6595167-0
5965,US6977065-0
5966,US11358308-0
5967,US8883825-0
5968,US6132553-0
5969,US8186632-0
5970,US10022678-0
5971,US10827303-0
5972,US8482478-0
5973,US6166075-0
5974,US8843508-0
5975,US4898161-0
5976,US11125889-0
5977,US10046130-0
5978,US8168671-0
5979,US6972264-0
5980,US11391729-0
5981,US7256864-1
5982,US6063330-0
5983,US9659057-0
5984,USD847256-0
5985,US8934523-0
5986,US7141951-0
5987,US6408878-0
5988,US5554995-0
5989,US10612480-0
5990,US7895266-0
5991,US7319346-0
5992,US10623430-0
5993,US5852339-0
5994,US10221218-0
5995,US9739785-0
5996,US5108639-0
5997,US6407420-0
5998,US5707499-0
5999,US4294895-0
6000,US5704252-0
6001,US11032404-0
6002,US6611643-0
6003,US7929347-0
6004,US9222642-0
6005,USD953521-0
6006,US7171536-0
6007,USD337990-0
6008,US9829869-0
6009,US9847452-0
6010,US6364456-0
6011,US8691239-0
6012,US4124086-0
6013,US9120762-1
6014,US4642392-0
6015,USD963368-0
6016,US4685443-0
6017,US6758756-0
6018,US9276926-0
6019,US10993051-0
6020,US5267177-0
6021,US5174371-0
6022,US9680695-0
6023,US7926766-0
6024,US7946372-0
6025,USD628624-0
6026,USRE31770-0
6027,US10958524-0
6028,US5286053-0
6029,US9482257-0
6030,US7649122-0
6031,US8649954-0
6032,US6537498-0
6033,US11286957-0
6034,US7577908-1
6035,US6392520-0
6036,US10053080-0
6037,US8292199-0
6038,US8989954-0
6039,US9462215-0
6040,US7117178-0
6041,US4766606-0
6042,US8819243-0
6043,US5018226-0
6044,US9955038-0
6045,US5994142-0
6046,US4404553-0
6047,US11365680-0
6048,US10063004-0
6049,US10431229-0
6050,US5592434-0
6051,US11314716-0
6052,US7044691-0
6053,US8520510-0
6054,US7862211-0
6055,US5900024-0
6056,US7818589-0
6057,USPP22778-1
6058,US9158029-0
6059,US8233960-1
6060,US5151298-0
6061,US9723956-0
6062,US8775295-0
6063,US8097213-0
6064,US8473761-0
6065,US7147925-0
6066,US9350989-0
6067,US11128757-0
6068,US10691567-0
6069,US4778596-0
6070,US10440234-0
6071,US4716617-0
6072,US8812292-0
6073,US11416650-0
6074,US7660729-0
6075,US6887632-0
6076,US4770598-0
6077,US5878994-0
6078,US9657945-0
6079,US10447297-0
6080,USD842892-0
6081,US11315317-0
6082,US4602503-0
6083,US8979217-0
6084,US8730097-0
6085,US5716298-0
6086,USD898067-0
6087,USD935120-0
6088,US7164224-0
6089,US4114028-0
6090,US5918107-0
6091,US8192676-0
6092,USD583976-0
6093,US4604279-0
6094,US9149833-0
6095,US8356438-0
6096,USD931988-0
6097,US5911832-0
6098,US11068466-0
6099,US6372009-0
6100,US5472485-0
6101,US10582158-0
6102,US10792840-0
6103,US9249509-0
6104,US4601584-1
6105,US6624209-0
6106,US10554464-0
6107,US8865772-0
6108,US4837585-0
6109,US9679486-0
6110,US7845443-2
6111,US5356641-0
6112,US7359426-0
6113,US10324385-0
6114,US10530100-0
6115,US8951468-0
6116,US6494878-0
6117,US4728417-0
6118,US7245996-0
6119,USD907479-0
6120,US6261974-0
6121,US10239024-0
6122,US4404019-0
6123,US5019938-0
6124,US4110874-0
6125,US8655351-0
6126,US9255348-0
6127,US9042501-0
6128,US4052528-0
6129,US10198395-0
6130,US9165023-0
6131,US5073335-0
6132,US9533294-0
6133,US11407848-0
6134,US10426523-0
6135,US9100016-0
6136,US8493014-0
6137,US4633523-0
6138,US7412445-0
6139,US9711544-0
6140,USD428050-0
6141,US8952376-0
6142,US11129948-0
6143,US8666616-0
6144,US7951694-0
6145,US4118562-0
6146,US4651931-0
6147,US11410042-0
6148,US9227625-0
6149,US9372351-0
6150,US8812750-0
6151,US8139626-0
6152,US8153810-0
6153,US4728524-0
6154,US5171837-0
6155,US5005001-0
6156,US10806142-0
6157,US10102015-0
6158,US8714480-0
6159,US7839813-0
6160,US9057419-0
6161,US8321436-0
6162,US4156558-0
6163,US4419609-0
6164,US8155042-0
6165,US8541627-0
6166,USD634920-0
6167,US5721201-0
6168,US5136582-0
6169,US4490732-0
6170,US4935074-0
6171,US4646177-0
6172,US6627307-1
6173,US8913142-1
6174,US7539437-0
6175,US4757409-0
6176,US4028718-0
6177,US4468464-0
6178,US8670913-0
6179,US4964010-0
6180,US11294489-0
6181,US4758798-0
6182,US7915463-0
6183,US5980721-0
6184,US8404886-0
6185,US7945148-0
6186,USD801321-0
6187,US11202138-0
6188,USD782195-0
6189,US8877981-0
6190,USPP18272-0
6191,US9318735-0
6192,US8523110-0
6193,US7672456-0
6194,US6880279-0
6195,US7780980-0
6196,US8272010-0
6197,US8806131-0
6198,US6256085-0
6199,US4562584-0
6200,US7029642-0
6201,US9893837-0
6202,US8646144-0
6203,US11099861-0
6204,USD848923-0
6205,US8086902-0
6206,US6688148-0
6207,US7421327-1
6208,US8405140-0
6209,US9561094-0
6210,USD911827-0
6211,USD930058-0
6212,US8553325-0
6213,USD425312-0
6214,US10577823-0
6215,US4661144-0
6216,US7090665-0
6217,US8097853-0
6218,US8278427-0
6219,US9790036-0
6220,US7465337-0
6221,US11132470-0
6222,US5900994-0
6223,US9247392-0
6224,US6140166-0
6225,US9090603-0
6226,USD490634-0
6227,US10020392-0
6228,US4234439-0
6229,US10793026-0
6230,US6898665-0
6231,US4442690-0
6232,US8133135-0
6233,US5335372-0
6234,US5655994-0
6235,US7157295-0
6236,US4981585-0
6237,US9408943-0
6238,US6893739-0
6239,US10868087-0
6240,US9878796-0
6241,US4371413-0
6242,US8668592-0
6243,US6525824-0
6244,US5814743-0
6245,US11300410-0
6246,US4319868-0
6247,US11379208-0
6248,US5211393-0
6249,US9832359-0
6250,US4567610-0
6251,US8773026-0
6252,US9495624-0
6253,US6700013-0
6254,US10736128-0
6255,US5318692-0
6256,US10182100-0
6257,US4144969-0
6258,US6640202-0
6259,US5969399-0
6260,US8375098-0
6261,US4898661-0
6262,US4526060-0
6263,US8391473-0
6264,USD830749-0
6265,US7800994-0
6266,US9266945-1
6267,US10456629-0
6268,US6138245-0
6269,US10361524-0
6270,US11226196-0
6271,US6267049-0
6272,USD281693-0
6273,USD506379-0
6274,US9243198-0
6275,US8873899-0
6276,US4700525-0
6277,US10420501-0
6278,US9781751-0
6279,US9931591-0
6280,US6692099-0
6281,US9462247-0
6282,US5070285-0
6283,US9124135-0
6284,US11320774-0
6285,US6025398-1
6286,US4751713-0
6287,US7318838-0
6288,US11375664-0
6289,US6110946-0
6290,US6238261-0
6291,US11094880-0
6292,US9134825-0
6293,US8695333-0
6294,US8202769-0
6295,US10118238-0
6296,US4351227-0
6297,US4808553-0
6298,US8242731-0
6299,USD763677-0
6300,US7493679-0
6301,US8748561-0
6302,US4576680-0
6303,US4765300-0
6304,US11220017-0
6305,US6536591-0
6306,US5284934-0
6307,US9301746-0
6308,USPP20436-0
6309,US4101621-0
6310,US5581990-0
6311,US11184751-0
6312,USD650125-0
6313,US10312418-0
6314,USD834690-0
6315,US7416657-0
6316,US11046122-0
6317,US8335578-0
6318,US6907490-0
6319,US10235171-0
6320,US5231017-0
6321,US6081564-0
6322,US8295411-0
6323,US4254208-0
6324,US6612779-0
6325,US3988992-0
6326,US4759100-0
6327,US9330426-0
6328,US5689158-0
6329,US8098041-3
6330,US5893413-0
6331,US6700258-0
6332,US9928706-0
6333,US7085489-0
6334,US7002111-0
6335,US6555389-0
6336,US6470547-0
6337,US10393210-0
6338,US5743130-0
6339,US10336935-0
6340,US5569161-0
6341,US8951331-0
6342,US9402445-0
6343,US8455731-0
6344,US4157062-0
6345,USD309612-0
6346,US4029596-0
6347,US4908150-0
6348,US9635264-0
6349,US5148685-0
6350,US11305431-0
6351,US4545894-0
6352,US5684508-0
6353,USD362660-0
6354,US10026476-0
6355,US7172953-0
6356,US10877197-0
6357,US9885167-0
6358,US9172941-0
6359,USD596460-0
6360,US9482969-0
6361,US5845698-0
6362,US8001545-0
6363,US10079558-0
6364,US7301645-0
6365,US7801145-0
6366,US11229892-0
6367,US7140045-1
6368,US8478734-0
6369,US9993519-0
6370,US6256267-0
6371,US5763857-0
6372,US7375595-0
6373,US7475617-0
6374,US7252559-0
6375,US9889956-0
6376,USD698019-0
6377,US4889905-0
6378,US3982864-0
6379,US9451040-0
6380,US9036659-0
6381,US10889742-1
6382,US9705398-0
6383,US8557593-0
6384,US11270166-0
6385,US7543564-0
6386,US5110501-0
6387,US7577484-0
6388,US6076264-0
6389,US9008550-0
6390,US9684515-0
6391,US9857811-0
6392,US6451628-0
6393,US8034851-0
6394,US4477630-0
6395,US10662939-0
6396,US8056818-0
6397,US6561220-0
6398,US9702860-0
6399,US7953891-0
6400,US10132207-0
6401,US6796067-0
6402,US4757834-0
6403,US5922167-0
6404,USD498781-0
6405,US9455517-0
6406,US9524129-0
6407,USD815132-0
6408,US6179584-0
6409,USD648569-0
6410,US9386794-0
6411,US7624834-0
6412,US9629564-0
6413,US6953833-1
6414,US9523609-0
6415,US10832431-0
6416,US5960343-0
6417,US11436597-0
6418,US10506650-0
6419,US7723187-0
6420,US6667835-0
6421,US9949161-0
6422,US6184152-0
6423,US10478064-0
6424,US8802891-0
6425,US10071341-0
6426,US10589189-0
6427,US6139912-0
6428,US8956224-0
6429,US10333342-0
6430,US9072830-1
6431,US4383346-0
6432,US10320729-0
6433,US7624841-0
6434,US9599929-0
6435,US7205880-0
6436,US8875023-0
6437,US5099258-0
6438,US6429563-0
6439,USD615973-0
6440,US9964791-0
6441,US9776173-0
6442,US10487408-0
6443,US9532372-0
6444,US4800201-0
6445,US7302917-0
6446,US5095659-0
6447,US7080534-0
6448,US5184334-0
6449,US7461692-0
6450,US9459707-0
6451,US7725686-1
6452,US5980198-0
6453,US10335493-0
6454,US10189591-0
6455,US9322441-0
6456,US7549325-0
6457,US10102035-0
6458,US8189084-0
6459,US5747946-0
6460,US5835384-0
6461,US7278840-0
6462,US11357892-0
6463,US6581076-0
6464,US5761143-0
6465,US4138603-0
6466,US5500580-0
6467,US7307698-0
6468,USD337051-0
6469,US5885280-0
6470,US9842938-0
6471,US4207578-0
6472,US7011257-0
6473,USD282431-0
6474,USRE47803-0
6475,US4592824-0
6476,US11120379-0
6477,US10248374-0
6478,US8937774-0
6479,US5982895-0
6480,US9245960-0
6481,US8564760-0
6482,US8108906-0
6483,US6611375-0
6484,US9302872-0
6485,US7110671-0
6486,US7241686-0
6487,US5986728-0
6488,US8227602-0
6489,US7538209-0
6490,US10686639-0
6491,US5562658-0
6492,US8443744-0
6493,US5743055-0
6494,US4103891-0
6495,US8029198-0
6496,US8106195-0
6497,US9648632-0
6498,USD740808-0
6499,US9677305-0
6500,US9662552-0
6501,US7593131-0
6502,US4151253-0
6503,US7503250-0
6504,US6979059-0
6505,US8717064-0
6506,US8270052-0
6507,US4397447-0
6508,USD540621-0
6509,US9935334-0
6510,US9027425-0
6511,US11257637-1
6512,USD529581-0
6513,US7319451-0
6514,US5371465-0
6515,US6153901-0
6516,US7404764-0
6517,USD886609-0
6518,US6033668-0
6519,US5231665-0
6520,US7169684-0
6521,US4393336-0
6522,US9699884-0
6523,US9884804-0
6524,US4374062-0
6525,USD554146-0
6526,US4059454-0
6527,US10554893-0
6528,US4088784-0
6529,US9481415-0
6530,US9109685-1
6531,US9041143-0
6532,US6301686-0
6533,US7603629-0
6534,US10336825-0
6535,US11456385-0
6536,US10416055-0
6537,US8052241-0
6538,US9026976-0
6539,US8418152-0
6540,US10523291-0
6541,US11416027-0
6542,US4644954-0
6543,US7164443-0
6544,US9048471-0
6545,US4086298-0
6546,US8640088-0
6547,US6978760-0
6548,US9843566-1
6549,US5591780-0
6550,US8120868-0
6551,USD315344-0
6552,US5108246-0
6553,US5801525-0
6554,US11108218-1
6555,US9548703-0
6556,US5590308-0
6557,US5611982-0
6558,USD890654-0
6559,USD639578-0
6560,US5928323-0
6561,US10456914-0
6562,US7176362-0
6563,US10668699-0
6564,US7689746-0
6565,US10349482-0
6566,US5584262-0
6567,US11358271-0
6568,US11423283-0
6569,US7197161-0
6570,US6677085-0
6571,US4432605-0
6572,US6172573-0
6573,US9073865-0
6574,US9519873-0
6575,USD921622-0
6576,US7917003-0
6577,US11220805-0
6578,US11212548-0
6579,US4078072-0
6580,US7159068-0
6581,US8228505-0
6582,US7943928-0
6583,US10735216-0
6584,US5215664-0
6585,US9516465-0
6586,US6908667-0
6587,US11218146-0
6588,US9510617-0
6589,US6399307-1
6590,US9082497-0
6591,US5975212-0
6592,US9523257-0
6593,US10189565-0
6594,US7359092-0
6595,US9871432-0
6596,US5290419-0
6597,US8677443-0
6598,US10813677-0
6599,US6149390-0
6600,US4682319-0
6601,USD315883-0
6602,US7106643-0
6603,US8865082-0
6604,US7346919-0
6605,US10420151-0
6606,US10766238-0
6607,US4505673-0
6608,US10578645-0
6609,US8745953-0
6610,US10730077-0
6611,USD522758-0
6612,US7954947-0
6613,US9826204-0
6614,US5276336-0
6615,USD332083-0
6616,US8351355-0
6617,US9291714-0
6618,US11315865-0
6619,US8133976-0
6620,US9808391-0
6621,US10487275-0
6622,US10617029-1
6623,US11016593-0
6624,US7575960-0
6625,US7790188-0
6626,US9954982-0
6627,US8884182-0
6628,US8252422-0
6629,USD801885-0
6630,US11283377-0
6631,US8310265-0
6632,US10348132-0
6633,USD593682-0
6634,US9529893-0
6635,US8912453-0
6636,USD879924-0
6637,US10243408-0
6638,US8948493-0
6639,US5813862-1
6640,USD896384-0
6641,US7765677-0
6642,US7916752-0
6643,US6297463-0
6644,USD677986-0
6645,US4951046-0
6646,US4866711-0
6647,US9338262-0
6648,US9180071-0
6649,US9774974-1
6650,US7726946-0
6651,US11280876-0
6652,US11164429-0
6653,US10092933-0
6654,US6427503-1
6655,US8981452-0
6656,US8978569-0
6657,US9867243-0
6658,US8837288-0
6659,US9688325-0
6660,US11456610-0
6661,USD325926-0
6662,US10261072-0
6663,US9159944-0
6664,US10160002-0
6665,US8836239-0
6666,US10044217-0
6667,US7927958-0
6668,US11409854-0
6669,US6308767-1
6670,US7326695-0
6671,USD565892-0
6672,US7344908-0
6673,US5477430-0
6674,US9059667-0
6675,US7438402-0
6676,US10807172-0
6677,USD774192-0
6678,US7126202-0
6679,US11001112-0
6680,US5350795-0
6681,US7505627-0
6682,US9644725-0
6683,US7119147-0
6684,US11309262-1
6685,US6074443-0
6686,US5936426-0
6687,USD602886-0
6688,US7981383-0
6689,US4811007-0
6690,US4097976-0
6691,US5681638-0
6692,US9293776-0
6693,US7529091-0
6694,US9905707-0
6695,US8586083-0
6696,US9574516-0
6697,US11352445-0
6698,US7292707-0
6699,US8907101-0
6700,US10419066-0
6701,US6307886-0
6702,US9556318-0
6703,US5113133-0
6704,US11231540-0
6705,US6292627-0
6706,US4448119-0
6707,US4754865-0
6708,US5305736-0
6709,US6245328-0
6710,US5796229-0
6711,US10106313-0
6712,US5817042-0
6713,US7098422-1
6714,US11375308-0
6715,US5087453-0
6716,US6686320-0
6717,US7453801-0
6718,US4183805-0
6719,US5869318-0
6720,US7639657-0
6721,US5351476-0
6722,US5960814-0
6723,US11114040-0
6724,US9606908-0
6725,USD790501-0
6726,US11049035-0
6727,US7453058-0
6728,USD839506-0
6729,US11026410-0
6730,USD951765-0
6731,US7920977-0
6732,USD341828-0
6733,USD244386-0
6734,US10755868-0
6735,US7884952-0
6736,US10362676-0
6737,US5671009-0
6738,US6784865-0
6739,US9068600-0
6740,US6816941-0
6741,US5642868-0
6742,US9381084-0
6743,US6561963-0
6744,US7771899-0
6745,US9178635-0
6746,US8455510-0
6747,US10024306-0
6748,US4092629-0
6749,US8710013-0
6750,US4714166-0
6751,US10011418-0
6752,US5022298-0
6753,US6690066-0
6754,US7179556-0
6755,USD273220-0
6756,US8528319-0
6757,USD520964-0
6758,US8758809-0
6759,US8320215-0
6760,USD657683-0
6761,US10114342-0
6762,US11065470-0
6763,US10093736-0
6764,US7914233-0
6765,US7377260-0
6766,US9264210-0
6767,US10845881-0
6768,US7522244-0
6769,US7232331-0
6770,US9437937-0
6771,US7107714-0
6772,US9198386-0
6773,USD694798-0
6774,US6391488-0
6775,US10928269-0
6776,US7467976-0
6777,US8502579-0
6778,US5418117-0
6779,US6742128-0
6780,US11047601-0
6781,US9433534-0
6782,US7329932-0
6783,US8656314-0
6784,US4461067-0
6785,US11133396-0
6786,US8282905-0
6787,US6277722-0
6788,US10592143-0
6789,US6418690-0
6790,US10795678-0
6791,US9412225-0
6792,US9202758-0
6793,USD449954-0
6794,US8018463-0
6795,US8687989-0
6796,US8666091-0
6797,US9105225-0
6798,US8619835-0
6799,US5380725-0
6800,US5121841-0
6801,US7100799-0
6802,US6379626-0
6803,US10512724-0
6804,US11052186-0
6805,US5319491-0
6806,US10457778-0
6807,US10104529-0
6808,US8393699-0
6809,US4003072-0
6810,US8595128-0
6811,US4300715-0
6812,US4753457-0
6813,US8889910-0
6814,US7466150-0
6815,US7432033-0
6816,US3934035-0
6817,US8100491-0
6818,US7615584-0
6819,US9773520-0
6820,US9778383-1
6821,US7140336-0
6822,US8090611-0
6823,US11094553-0
6824,US4410005-0
6825,US9958976-0
6826,US8008948-0
6827,US7935831-0
6828,US5825032-0
6829,US9668556-0
6830,US5502656-0
6831,US10899581-0
6832,US10256450-0
6833,USRE37674-0
6834,US11260213-0
6835,US9628287-0
6836,US9216574-0
6837,US7328983-0
6838,US8772707-0
6839,US4369232-0
6840,US8326130-0
6841,US7364674-0
6842,US8643235-0
6843,US9481149-0
6844,US6866003-0
6845,US10176337-0
6846,US10773892-0
6847,US6119344-0
6848,US10153487-0
6849,US7200407-0
6850,US7998835-0
6851,US5393561-0
6852,US4106066-0
6853,US7471809-0
6854,US10240496-0
6855,US7078505-0
6856,US8166497-0
6857,US5450708-0
6858,US5390639-0
6859,US11092331-0
6860,US4074691-0
6861,USD412427-0
6862,US11392107-0
6863,USD877987-0
6864,US4877439-0
6865,US7882727-0
6866,US5603997-0
6867,US6131290-0
6868,US9801969-0
6869,USD712096-0
6870,US4769882-0
6871,US11101892-0
6872,US5449675-0
6873,US8587767-0
6874,US4177821-0
6875,US9436427-0
6876,US5909541-0
6877,US8466061-0
6878,US9648441-0
6879,US10672882-0
6880,US6342872-0
6881,US10722514-0
6882,US8280095-0
6883,US10730087-0
6884,US9354600-0
6885,US10145921-0
6886,US4146008-0
6887,US10292049-0
6888,US8994807-1
6889,US10087851-0
6890,US9757596-0
6891,US10628243-0
6892,US8751675-0
6893,US8320491-0
6894,US8707899-0
6895,US9720204-0
6896,US9427970-0
6897,US10069572-0
6898,US10396520-0
6899,US7945732-0
6900,US11113088-0
6901,US9114383-0
6902,US10580074-0
6903,US9075048-0
6904,US9141364-0
6905,US8196732-0
6906,US4740108-0
6907,US8584168-0
6908,US9964889-0
6909,US6562227-0
6910,US7964769-0
6911,US6943892-0
6912,US7212219-0
6913,US9814106-0
6914,USPP19159-0
6915,US5226303-0
6916,US10610376-0
6917,US5766013-0
6918,US8122256-0
6919,US11412632-0
6920,US5461109-0
6921,US6904432-0
6922,US6476745-1
6923,US10454293-0
6924,US7915232-0
6925,US11351246-0
6926,US9107466-0
6927,US5458159-0
6928,USD843828-0
6929,US8858040-0
6930,US10844883-0
6931,US4341833-0
6932,US4630184-0
6933,US4009558-0
6934,US7641455-0
6935,US5209316-0
6936,US9339096-0
6937,US11197979-0
6938,USD730529-0
6939,US6294415-0
6940,US8694789-0
6941,US10806836-0
6942,US7529185-0
6943,USD539548-0
6944,US7776604-0
6945,US10474964-0
6946,US4674113-0
6947,US9798584-0
6948,US5219138-0
6949,US5009718-0
6950,US9978002-0
6951,US4576936-0
6952,US9640337-2
6953,USD455472-0
6954,US5441889-0
6955,US9309486-0
6956,US10503699-0
6957,US6794058-0
6958,US6227873-0
6959,US4636859-0
6960,US8731566-0
6961,US8218541-0
6962,US5752928-0
6963,US5523981-0
6964,US4987916-0
6965,US5486130-0
6966,US10472632-0
6967,US6305716-0
6968,US9555658-0
6969,US10304220-0
6970,US4123742-0
6971,US10079173-0
6972,US9958203-0
6973,US7957833-0
6974,US9112387-0
6975,US4574192-1
6976,US11023428-0
6977,US6518157-0
6978,US8891501-0
6979,US4594956-0
6980,US6891857-0
6981,US10564812-1
6982,USD961613-0
6983,US11244637-1
6984,US10745816-0
6985,US6407064-0
6986,US9518007-0
6987,US7881537-0
6988,US7365608-0
6989,US8771015-2
6990,US10251996-0
6991,US11277385-0
6992,US11217389-0
6993,US5516279-0
6994,US9913606-0
6995,US9880536-0
6996,US5366253-1
6997,US6515697-0
6998,US8157312-0
6999,US5942962-0
7000,US10453963-0
7001,US6455096-0
7002,US7535765-0
7003,US5700141-0
7004,US8129951-0
7005,US4322683-0
7006,US7633994-0
7007,US8509913-0
7008,US6103435-0
7009,US9962848-0
7010,US9099136-0
7011,US11065787-0
7012,USD902414-0
7013,US5673232-0
7014,US6187643-0
7015,USD268282-0
7016,US5506589-0
7017,US10891874-0
7018,US4815017-0
7019,US7537716-1
7020,US10812315-0
7021,US11017640-0
7022,US9910863-0
7023,US4418921-0
7024,US9764594-0
7025,US6045549-0
7026,US4951290-0
7027,US4196132-0
7028,US5384044-0
7029,USD745900-0
7030,US7916388-0
7031,US3931388-0
7032,US5069425-0
7033,US5579879-0
7034,US8734990-0
7035,US10416687-0
7036,US8901620-0
7037,USD648566-0
7038,US10298985-0
7039,US8987735-0
7040,US7369699-0
7041,US6633824-0
7042,US5522707-0
7043,US9944380-0
7044,US5106935-0
7045,US8243803-0
7046,US10490914-0
7047,US6872396-0
7048,US7875762-0
7049,US4964055-0
7050,USD911231-0
7051,US4556080-0
7052,US11139729-0
7053,US5162207-0
7054,US7742621-0
7055,US6281657-0
7056,US6651111-0
7057,US4541890-0
7058,US11287068-0
7059,US5425008-0
7060,US10956753-0
7061,US7678828-0
7062,US6292518-0
7063,US11080225-0
7064,US7976147-0
7065,US10702977-0
7066,US4163708-0
7067,US8363880-0
7068,USD807926-0
7069,US5007243-0
7070,US7050241-0
7071,US11203625-0
7072,US7294354-0
7073,US7160422-0
7074,USD823171-0
7075,US6392796-0
7076,US10849513-0
7077,US8813824-0
7078,US4160878-0
7079,US9618481-0
7080,US8009018-0
7081,US7575883-0
7082,USD725912-0
7083,US11241972-0
7084,US10814262-0
7085,US11208709-0
7086,US8003324-0
7087,US10007656-0
7088,US10975823-0
7089,US8118155-1
7090,US4801406-0
7091,US9755909-0
